theta_deg,phi_deg,AOmega_MC_cm2sr,AOmega_analytic_cm2sr,ratio_MC_over_analytic
9.0,62.50000000000001,1.5126111637510968,1.5177491249811004,0.9966147493380584
9.0,67.5,1.5186261959629346,1.5228158022920892,0.9972487766919357
9.0,72.5,1.5243447125023655,1.5291025915194805,0.9968884500990957
9.0,77.5,1.5321388387486916,1.536577803442584,0.9971111357433725
9.0,82.50000000000001,1.5407801526304965,1.545202812976835,0.9971378123899359
9.0,87.5,1.550268654147764,1.5549317981371014,0.997001062043413
9.0,92.5,1.5494214665122974,1.5549317981371054,0.9964562229472639
9.0,97.5,1.5407801526304925,1.545202812976831,0.9971378123899359
9.0,102.50000000000001,1.5328165888570722,1.536577803442588,0.9975522133815228
9.0,107.5,1.5253189782831529,1.5291025915194765,0.9975255988333891
9.0,112.5,1.518965071017123,1.5228158022920892,0.9974713085659013
9.0,117.5,1.514602054694449,1.5177491249810964,0.9979264884855812
9.0,122.50000000000001,1.5115945385885359,1.5139275626926934,0.9984589592252301
9.0,127.50000000000001,1.508248147428419,1.511369654063576,0.9979346504498326
9.0,132.5,1.5079516317560042,1.510087652598374,0.9985854987697605
9.0,137.5,1.5085446631008337,1.510087652598374,0.9989782119634676
9.0,142.5,1.5117216167338565,1.5113696540635835,1.000232876629041
9.0,147.5,1.5151103672757316,1.5139275626926856,1.000781282151269
9.0,152.5,1.5182026021451993,1.5177491249810964,1.0002987826885479
9.0,157.5,1.5239211186846262,1.5228158022920892,1.000725837222646
9.0,162.5,1.530190307187109,1.5291025915194765,1.0007113425048555
9.0,167.5,1.5383233084876353,1.536577803442592,1.0011359691914934
9.0,172.5,1.5470917005147486,1.545202812976831,1.0012224204629028
9.0,177.5,1.556241326977832,1.5549317981371014,1.0008421776712646
